,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Date,Team,Opponent
101,Eric Maxim Choupo-Moting,10.0,cm CMR,"LW,AM",28-142,18.0,2.0,1,2.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,1.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Stoke City,Everton
102,Xherdan Shaqiri,22.0,ch SUI,AM,25-306,90.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,7.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1,,0.0,0.0,08/12/2017,Stoke City,Everton
103,Darren Fletcher,24.0,sco SCO,DM,33-192,90.0,3.0,3,1.0,1.0,1.0,1.0,2.0,50.0,1.0,11.0,8.0,72.7,2.0,6.0,3.0,1.0,0.0,0.0,1.0,2,,0.0,0.0,08/12/2017,Stoke City,Everton
104,Joe Allen,4.0,wal WAL,DM,27-151,90.0,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,5.0,2.0,40.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1,,2.0,0.0,08/12/2017,Stoke City,Everton
105,Erik Pieters,3.0,nl NED,"WB,LB",29-005,90.0,3.0,2,2.0,1.0,0.0,1.0,4.0,25.0,3.0,9.0,3.0,33.3,8.0,1.0,0.0,1.0,0.0,0.0,1.0,2,,3.0,0.0,08/12/2017,Stoke City,Everton
106,Mame Biram Diouf,18.0,sn SEN,"WB,RW",29-239,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,50.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2,,2.0,0.0,08/12/2017,Stoke City,Everton
107,Geoff Cameron,20.0,us USA,"CB,RB",32-032,90.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,8.0,4.0,50.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,2,,2.0,0.0,08/12/2017,Stoke City,Everton
108,Ryan Shawcross,17.0,eng ENG,CB,29-312,90.0,3.0,0,3.0,0.0,0.0,1.0,1.0,100.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,1,,3.0,0.0,08/12/2017,Stoke City,Everton
109,Kurt Zouma,6.0,fr FRA,CB,22-289,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,0.0,4.0,0,,6.0,0.0,08/12/2017,Stoke City,Everton
110,Jack Butland,1.0,eng ENG,GK,24-155,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Stoke City,Everton
111,Manolo Gabbiadini,20.0,it ITA,FW,25-259,69.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,8.0,40.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,08/12/2017,Southampton,Swansea City
112,Charlie Austin,10.0,eng ENG,FW,28-038,21.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Southampton,Swansea City
113,Nathan Redmond,22.0,eng ENG,LW,23-159,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,2.0,15.4,0.0,10.0,3.0,2.0,0.0,0.0,2.0,0,,0.0,0.0,08/12/2017,Southampton,Swansea City
114,James Ward-Prowse,16.0,eng ENG,RW,22-284,71.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,10.0,4.0,40.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Southampton,Swansea City
115,Sofiane Boufal,19.0,ma MAR,RW,23-329,19.0,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Southampton,Swansea City
116,DuÅ¡an TadiÄ,11.0,rs SRB,AM,28-265,90.0,2.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,17.0,7.0,41.2,2.0,4.0,11.0,3.0,0.0,0.0,3.0,1,,0.0,0.0,08/12/2017,Southampton,Swansea City
117,Steven Davis,8.0,nir NIR,CM,32-223,90.0,3.0,2,2.0,1.0,0.0,0.0,0.0,,0.0,13.0,4.0,30.8,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Southampton,Swansea City
118,Oriol Romeu,14.0,es ESP,CM,25-322,90.0,2.0,1,1.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0,1.0,25.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,3,,1.0,0.0,08/12/2017,Southampton,Swansea City
119,Ryan Bertrand,21.0,eng ENG,LB,28-007,86.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,08/12/2017,Southampton,Swansea City
120,Sam McQueen,38.0,eng ENG,LB,22-187,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Southampton,Swansea City
121,Maya Yoshida,3.0,jp JPN,CB,28-353,90.0,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,3.0,1.0,33.3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3,,2.0,0.0,08/12/2017,Southampton,Swansea City
122,Jack Stephens,5.0,eng ENG,CB,23-197,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,4.0,100.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,3,,1.0,0.0,08/12/2017,Southampton,Swansea City
123,CÃ©dric Soares,2.0,pt POR,RB,25-346,90.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,5.0,2.0,40.0,2.0,3.0,0.0,3.0,1.0,0.0,2.0,0,,1.0,0.0,08/12/2017,Southampton,Swansea City
124,Fraser Forster,44.0,eng ENG,GK,29-148,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Southampton,Swansea City
125,Tammy Abraham,10.0,eng ENG,FW,19-314,81.0,1.0,0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,,0.0,0.0,08/12/2017,Swansea City,Southampton
126,Kyle Bartley,27.0,eng ENG,"CB,FW",26-082,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0,,1.0,0.0,08/12/2017,Swansea City,Southampton
127,Jordan Ayew,18.0,gh GHA,FW,25-335,90.0,2.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,16.0,3.0,18.8,11.0,2.0,3.0,3.0,0.0,0.0,3.0,2,,1.0,0.0,08/12/2017,Swansea City,Southampton
128,Wayne Routledge,15.0,eng ENG,"AM,FW",32-217,86.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,20.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1,,1.0,0.0,08/12/2017,Swansea City,Southampton
129,Oliver McBurnie,62.0,sco SCO,FW,21-069,4.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Swansea City,Southampton
130,Tom Carroll,14.0,eng ENG,LM,25-076,90.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,1.0,11.1,7.0,1.0,1.0,1.0,1.0,0.0,0.0,3,,0.0,0.0,08/12/2017,Swansea City,Southampton
131,Leroy Fer,8.0,nl NED,"RM,CM",27-219,90.0,2.0,2,1.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,16.7,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2,,3.0,0.0,08/12/2017,Swansea City,Southampton
132,Leon Britton,7.0,eng ENG,DM,34-330,74.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,2.0,28.6,6.0,1.0,0.0,4.0,1.0,0.0,3.0,0,,0.0,0.0,08/12/2017,Swansea City,Southampton
133,Jay Fulton,56.0,sco SCO,DM,23-133,16.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,25.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,08/12/2017,Swansea City,Southampton
134,Martin Olsson,16.0,se SWE,LB,29-087,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0,,1.0,0.0,08/12/2017,Swansea City,Southampton
135,Alfie Mawson,6.0,eng ENG,CB,23-205,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2,,5.0,0.0,08/12/2017,Swansea City,Southampton
136,Federico FernÃ¡ndez,33.0,ar ARG,"CB,RB",28-172,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,3.0,0.0,2.0,1,,8.0,1.0,08/12/2017,Swansea City,Southampton
137,Kyle Naughton,26.0,eng ENG,"RB,RM",28-274,90.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,7.0,1.0,14.3,6.0,1.0,0.0,8.0,3.0,0.0,5.0,4,,3.0,0.0,08/12/2017,Swansea City,Southampton
138,Åukasz FabiaÅski,1.0,pl POL,GK,32-116,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Swansea City,Southampton
139,Michy Batshuayi,23.0,be BEL,FW,23-314,59.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,4.0,33.3,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Chelsea,Burnley
140,Ãlvaro Morata,9.0,es ESP,FW,24-293,31.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,1.0,12.5,1.0,3.0,4.0,1.0,1.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Chelsea,Burnley
141,Jeremie Boga,38.0,ci CIV,AM,20-221,18.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,2.0,50.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Chelsea,Burnley
142,Andreas Christensen,27.0,dk DEN,AM,21-124,72.0,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,7.0,3.0,42.9,5.0,1.0,1.0,2.0,0.0,0.0,2.0,0,,1.0,0.0,08/12/2017,Chelsea,Burnley
143,Charly Musonda Jr.,17.0,be BEL,AM,20-301,,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Chelsea,Burnley
144,Willian,22.0,br BRA,AM,29-003,90.0,3.0,2,1.0,2.0,0.0,0.0,0.0,,0.0,17.0,5.0,29.4,4.0,7.0,6.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,08/12/2017,Chelsea,Burnley
145,Marcos Alonso,3.0,es ESP,LM,26-227,90.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,4.0,40.0,3.0,4.0,3.0,2.0,0.0,0.0,2.0,0,,3.0,0.0,08/12/2017,Chelsea,Burnley
146,N'Golo KantÃ©,7.0,fr FRA,CM,26-136,90.0,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,15.0,9.0,60.0,0.0,11.0,4.0,1.0,0.0,0.0,1.0,1,,1.0,0.0,08/12/2017,Chelsea,Burnley
147,Cesc FÃ bregas,4.0,es ESP,CM,30-100,80.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,4.0,26.7,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,08/12/2017,Chelsea,Burnley
148,CÃ©sar Azpilicueta,28.0,es ESP,RM,27-349,90.0,2.0,2,2.0,0.0,0.0,1.0,1.0,100.0,0.0,18.0,7.0,38.9,10.0,8.0,0.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,08/12/2017,Chelsea,Burnley
149,Gary Cahill,24.0,eng ENG,CB,31-236,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Chelsea,Burnley
150,David Luiz,30.0,br BRA,CB,30-112,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,3.0,0.0,08/12/2017,Chelsea,Burnley
151,Antonio RÃ¼diger,2.0,de GER,CB,24-162,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,2.0,33.3,3.0,2.0,1.0,4.0,1.0,0.0,3.0,1,,2.0,0.0,08/12/2017,Chelsea,Burnley
152,Thibaut Courtois,13.0,be BEL,GK,25-093,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Chelsea,Burnley
153,Sam Vokes,9.0,wal WAL,FW,27-295,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,4.0,23.5,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0,,2.0,0.0,08/12/2017,Burnley,Chelsea
154,Jeff Hendrick,13.0,ie IRL,"FW,CM",25-193,90.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,16.0,1.0,6.3,2.0,7.0,7.0,0.0,0.0,0.0,0.0,1,,1.0,0.0,08/12/2017,Burnley,Chelsea
155,Robbie Brady,12.0,ie IRL,"LM,RM",25-210,90.0,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,10.0,0.0,0.0,5.0,1.0,4.0,1.0,1.0,0.0,0.0,1,,0.0,0.0,08/12/2017,Burnley,Chelsea
156,Jack Cork,4.0,eng ENG,CM,28-048,90.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,20.0,4.0,20.0,14.0,6.0,0.0,1.0,0.0,0.0,1.0,0,,1.0,0.0,08/12/2017,Burnley,Chelsea
157,Steven Defour,16.0,be BEL,CM,29-119,75.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,14.0,3.0,21.4,9.0,5.0,0.0,4.0,0.0,0.0,4.0,3,,1.0,0.0,08/12/2017,Burnley,Chelsea
158,Jonathan Walters,19.0,ie IRL,"FW,CM",33-326,15.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Burnley,Chelsea
159,JÃ³hann Berg GuÃ°mundsson,17.0,is ISL,RM,26-289,75.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,3.0,25.0,4.0,3.0,5.0,2.0,0.0,0.0,2.0,0,,1.0,0.0,08/12/2017,Burnley,Chelsea
160,Scott Arfield,37.0,ca CAN,LM,28-284,15.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Burnley,Chelsea
161,Stephen Ward,23.0,ie IRL,LB,31-357,90.0,2.0,1,2.0,0.0,0.0,0.0,0.0,,0.0,13.0,3.0,23.1,13.0,0.0,0.0,5.0,2.0,0.0,3.0,0,,2.0,0.0,08/12/2017,Burnley,Chelsea
162,Ben Mee,6.0,eng ENG,CB,27-323,90.0,1.0,0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,1,,1.0,0.0,08/12/2017,Burnley,Chelsea
163,James Tarkowski,5.0,eng ENG,CB,24-266,90.0,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,1.0,4,,9.0,0.0,08/12/2017,Burnley,Chelsea
164,Matthew Lowton,2.0,eng ENG,RB,28-064,90.0,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,7.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,2.0,0,,4.0,0.0,08/12/2017,Burnley,Chelsea
165,Tom Heaton,1.0,eng ENG,GK,31-119,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Burnley,Chelsea
166,Christian Benteke,17.0,be BEL,FW,26-252,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,3.0,42.9,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,08/12/2017,Crystal Palace,Huddersfield
167,Wilfried Zaha,11.0,ci CIV,LW,24-275,90.0,2.0,0,1.0,1.0,0.0,0.0,0.0,,0.0,6.0,2.0,33.3,0.0,3.0,3.0,2.0,0.0,0.0,2.0,1,,0.0,0.0,08/12/2017,Crystal Palace,Huddersfield
168,Ruben Loftus-Cheek,8.0,eng ENG,"RW,CM",21-201,90.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,17.0,5.0,29.4,9.0,6.0,2.0,1.0,0.0,0.0,1.0,3,,1.0,0.0,08/12/2017,Crystal Palace,Huddersfield
169,Jason Puncheon,42.0,eng ENG,CM,31-047,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,6.0,37.5,3.0,13.0,0.0,3.0,0.0,0.0,3.0,1,,1.0,0.0,08/12/2017,Crystal Palace,Huddersfield
170,Luka MilivojeviÄ,4.0,rs SRB,CM,26-127,45.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,4.0,66.7,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,08/12/2017,Crystal Palace,Huddersfield
171,Andros Townsend,10.0,eng ENG,RW,26-027,45.0,2.0,0,1.0,1.0,0.0,0.0,0.0,,0.0,7.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,08/12/2017,Crystal Palace,Huddersfield
172,Patrick van Aanholt,3.0,nl NED,WB,26-348,90.0,2.0,2,2.0,0.0,0.0,0.0,0.0,,0.0,8.0,2.0,25.0,3.0,3.0,2.0,4.0,0.0,0.0,4.0,0,,1.0,0.0,08/12/2017,Crystal Palace,Huddersfield
173,Joel Ward,2.0,eng ENG,WB,27-287,90.0,6.0,3,3.0,2.0,1.0,3.0,4.0,75.0,1.0,16.0,7.0,43.8,11.0,2.0,3.0,3.0,1.0,0.0,2.0,1,,0.0,0.0,08/12/2017,Crystal Palace,Huddersfield
174,JaÃ¯ro Riedewald,44.0,nl NED,CB,20-337,90.0,2.0,2,1.0,1.0,0.0,0.0,0.0,,0.0,3.0,2.0,66.7,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1,,1.0,1.0,08/12/2017,Crystal Palace,Huddersfield
175,Scott Dann,6.0,eng ENG,CB,30-179,90.0,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,3.0,1.0,33.3,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1,,2.0,0.0,08/12/2017,Crystal Palace,Huddersfield
176,Timothy Fosu-Mensah,24.0,nl NED,CB,19-222,78.0,2.0,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,2.0,28.6,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0,,1.0,0.0,08/12/2017,Crystal Palace,Huddersfield
177,James Tomkins,5.0,eng ENG,CB,28-136,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Crystal Palace,Huddersfield
178,Wayne Hennessey,13.0,wal WAL,GK,30-200,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Crystal Palace,Huddersfield
179,Steve MouniÃ©,24.0,bj BEN,FW,22-317,86.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,4.0,28.6,0.0,11.0,3.0,2.0,0.0,0.0,2.0,0,,6.0,0.0,08/12/2017,Huddersfield,Crystal Palace
180,Rajiv van La Parra,17.0,nl NED,FW,26-069,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Huddersfield,Crystal Palace
181,Tom Ince,22.0,eng ENG,"LW,AM",25-194,90.0,3.0,2,1.0,2.0,0.0,1.0,4.0,25.0,3.0,11.0,6.0,54.5,4.0,6.0,1.0,4.0,0.0,0.0,4.0,0,,0.0,0.0,08/12/2017,Huddersfield,Crystal Palace
182,Elias Kachunga,9.0,cd COD,"RW,LW",25-112,90.0,5.0,3,2.0,3.0,0.0,0.0,0.0,,0.0,12.0,6.0,50.0,2.0,6.0,4.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,08/12/2017,Huddersfield,Crystal Palace
183,Kasey Palmer,45.0,eng ENG,AM,20-276,72.0,1.0,0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,18.0,6.0,33.3,3.0,11.0,4.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,08/12/2017,Huddersfield,Crystal Palace
184,Collin Quaner,23.0,de GER,RW,26-055,18.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0,,2.0,0.0,08/12/2017,Huddersfield,Crystal Palace
185,Philip Billing,8.0,dk DEN,CM,21-062,90.0,2.0,1,0.0,1.0,1.0,0.0,3.0,0.0,3.0,9.0,2.0,22.2,1.0,7.0,1.0,2.0,1.0,0.0,1.0,0,,2.0,0.0,08/12/2017,Huddersfield,Crystal Palace
186,Aaron Mooy,10.0,au AUS,CM,26-331,90.0,2.0,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,7.0,63.6,3.0,6.0,2.0,1.0,0.0,0.0,1.0,2,,1.0,0.0,08/12/2017,Huddersfield,Crystal Palace
187,Chris LÃ¶we,15.0,de GER,LB,28-118,90.0,4.0,1,1.0,2.0,1.0,3.0,8.0,37.5,5.0,10.0,3.0,30.0,7.0,3.0,0.0,3.0,0.0,0.0,3.0,0,,2.0,0.0,08/12/2017,Huddersfield,Crystal Palace
188,Christopher Schindler,26.0,de GER,CB,27-105,90.0,4.0,3,4.0,0.0,0.0,1.0,1.0,100.0,0.0,10.0,5.0,50.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0,,2.0,0.0,08/12/2017,Huddersfield,Crystal Palace
189,Mathias JÃ¸rgensen,25.0,dk DEN,CB,27-111,90.0,2.0,2,1.0,1.0,0.0,1.0,3.0,33.3,2.0,4.0,2.0,50.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1,,4.0,0.0,08/12/2017,Huddersfield,Crystal Palace
190,Tommy Smith,2.0,eng ENG,RB,25-120,57.0,2.0,0,2.0,0.0,0.0,0.0,0.0,,0.0,9.0,3.0,33.3,4.0,4.0,1.0,2.0,0.0,0.0,2.0,0,,1.0,0.0,08/12/2017,Huddersfield,Crystal Palace
191,Danny Williams,19.0,us USA,RB,28-157,33.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,7.0,3.0,42.9,6.0,1.0,0.0,2.0,1.0,0.0,1.0,0,,1.0,0.0,08/12/2017,Huddersfield,Crystal Palace
192,Jonas LÃ¶ssl,1.0,dk DEN,GK,28-192,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Huddersfield,Crystal Palace
193,Tomer Hemed,10.0,il ISR,FW,30-102,60.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,3.0,17.6,6.0,6.0,5.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,08/12/2017,Brighton,Manchester City
194,Glenn Murray,17.0,eng ENG,FW,33-321,30.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,22.0,2.0,9.1,1.0,18.0,3.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Brighton,Manchester City
195,Pascal GroÃ,13.0,de GER,FW,26-058,90.0,1.0,0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,39.0,7.0,17.9,11.0,22.0,6.0,3.0,0.0,0.0,3.0,0,,0.0,0.0,08/12/2017,Brighton,Manchester City
196,Dale Stephens,6.0,eng ENG,AM,28-061,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,4.0,14.8,18.0,9.0,0.0,4.0,0.0,0.0,4.0,1,,3.0,0.0,08/12/2017,Brighton,Manchester City
197,Solly March,20.0,eng ENG,AM,23-023,75.0,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,18.0,3.0,16.7,13.0,4.0,1.0,1.0,0.0,0.0,1.0,2,,4.0,0.0,08/12/2017,Brighton,Manchester City
198,Anthony Knockaert,11.0,fr FRA,AM,25-265,15.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,3.0,42.9,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Brighton,Manchester City
199,Izzy Brown,37.0,eng ENG,CM,20-217,24.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0,,1.0,0.0,08/12/2017,Brighton,Manchester City
200,Jamie Murphy,15.0,sco SCO,CM,27-349,66.0,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,24.0,4.0,16.7,16.0,3.0,5.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,08/12/2017,Brighton,Manchester City
201,Davy PrÃ¶pper,24.0,nl NED,CM,25-344,90.0,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,27.0,8.0,29.6,15.0,11.0,1.0,2.0,0.0,0.0,2.0,1,,3.0,0.0,08/12/2017,Brighton,Manchester City
202,Markus Suttner,29.0,at AUT,LB,30-118,90.0,2.0,1,1.0,1.0,0.0,1.0,1.0,100.0,0.0,20.0,2.0,10.0,18.0,1.0,1.0,3.0,0.0,0.0,3.0,0,,1.0,0.0,08/12/2017,Brighton,Manchester City
