,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,1/3,PPA,CrsPA,Prog,Date,Team,Opponent
408,Chris Brunt,11.0,nir NIR,LB,32-248,90.0,15.0,37.0,40.5,375.0,228.0,2.0,4.0,50.0,9.0,15.0,60.0,4.0,18.0,22.2,0,0.1,1.0,1.0,0.0,0.0,0.0,08/19/2017,West Brom,Burnley
409,Ahmed Hegazi,26.0,eg EGY,CB,26-206,90.0,7.0,11.0,63.6,114.0,50.0,2.0,2.0,100.0,3.0,4.0,75.0,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,0.0,0.0,08/19/2017,West Brom,Burnley
410,Craig Dawson,25.0,eng ENG,CB,27-105,90.0,13.0,22.0,59.1,268.0,128.0,5.0,6.0,83.3,4.0,4.0,100.0,4.0,11.0,36.4,0,0.0,0.0,1.0,0.0,0.0,0.0,08/19/2017,West Brom,Burnley
411,Allan Nyom,2.0,cm CMR,RB,29-101,90.0,28.0,44.0,63.6,535.0,302.0,11.0,11.0,100.0,13.0,18.0,72.2,4.0,13.0,30.8,0,0.0,0.0,3.0,0.0,0.0,4.0,08/19/2017,West Brom,Burnley
412,Ben Foster,1.0,eng ENG,GK,34-138,90.0,11.0,25.0,44.0,712.0,646.0,1.0,1.0,100.0,0.0,0.0,,10.0,24.0,41.7,0,0.0,0.0,0.0,0.0,0.0,0.0,08/19/2017,West Brom,Burnley
413,Daniel Sturridge,15.0,eng ENG,FW,27-352,61.0,15.0,19.0,78.9,236.0,39.0,6.0,7.0,85.7,8.0,10.0,80.0,0.0,0.0,,0,0.0,1.0,1.0,0.0,0.0,1.0,08/19/2017,Liverpool,Crystal Palace
414,Mohamed Salah,11.0,eg EGY,FW,25-065,29.0,9.0,12.0,75.0,171.0,54.0,2.0,3.0,66.7,5.0,5.0,100.0,1.0,3.0,33.3,0,0.1,2.0,1.0,1.0,0.0,2.0,08/19/2017,Liverpool,Crystal Palace
415,Roberto Firmino,9.0,br BRA,LW,25-321,90.0,37.0,49.0,75.5,633.0,144.0,16.0,20.0,80.0,19.0,22.0,86.4,2.0,2.0,100.0,0,0.2,2.0,4.0,1.0,0.0,5.0,08/19/2017,Liverpool,Crystal Palace
416,Dejan Lovren,6.0,hr CRO,LW,28-045,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,,08/19/2017,Liverpool,Crystal Palace
417,Sadio ManÃ©,19.0,sn SEN,RW,25-131,90.0,39.0,50.0,78.0,616.0,154.0,21.0,27.0,77.8,12.0,14.0,85.7,4.0,6.0,66.7,0,0.0,0.0,2.0,3.0,0.0,8.0,08/19/2017,Liverpool,Crystal Palace
418,James Milner,7.0,eng ENG,LM,31-227,90.0,103.0,111.0,92.8,2201.0,527.0,32.0,34.0,94.1,50.0,53.0,94.3,20.0,21.0,95.2,0,0.1,1.0,16.0,2.0,0.0,11.0,08/19/2017,Liverpool,Crystal Palace
419,Jordan Henderson,14.0,eng ENG,CM,27-063,90.0,62.0,80.0,77.5,1284.0,241.0,23.0,24.0,95.8,27.0,30.0,90.0,11.0,25.0,44.0,0,0.1,1.0,8.0,0.0,0.0,4.0,08/19/2017,Liverpool,Crystal Palace
420,Georginio Wijnaldum,5.0,nl NED,RM,26-281,71.0,23.0,27.0,85.2,381.0,68.0,12.0,14.0,85.7,9.0,10.0,90.0,2.0,3.0,66.7,0,0.0,0.0,3.0,0.0,0.0,1.0,08/19/2017,Liverpool,Crystal Palace
421,Dominic Solanke,29.0,eng ENG,RM,19-339,19.0,6.0,8.0,75.0,74.0,12.0,5.0,5.0,100.0,1.0,1.0,100.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,08/19/2017,Liverpool,Crystal Palace
422,Andrew Robertson,26.0,sco SCO,LB,23-161,90.0,103.0,125.0,82.4,1639.0,615.0,57.0,64.0,89.1,36.0,46.0,78.3,9.0,12.0,75.0,0,0.6,3.0,6.0,5.0,3.0,10.0,08/19/2017,Liverpool,Crystal Palace
423,Ragnar Klavan,17.0,ee EST,CB,31-293,90.0,78.0,90.0,86.7,1696.0,499.0,20.0,25.0,80.0,44.0,48.0,91.7,14.0,15.0,93.3,0,0.0,1.0,9.0,0.0,0.0,5.0,08/19/2017,Liverpool,Crystal Palace
424,JoÃ«l Matip,32.0,cm CMR,CB,26-011,90.0,61.0,70.0,87.1,1406.0,476.0,13.0,13.0,100.0,32.0,36.0,88.9,15.0,18.0,83.3,0,0.0,1.0,2.0,0.0,0.0,2.0,08/19/2017,Liverpool,Crystal Palace
425,Joe Gomez,12.0,eng ENG,RB,20-088,90.0,64.0,76.0,84.2,1175.0,482.0,19.0,21.0,90.5,37.0,43.0,86.0,5.0,9.0,55.6,0,0.1,1.0,9.0,1.0,1.0,6.0,08/19/2017,Liverpool,Crystal Palace
426,Simon Mignolet,22.0,be BEL,GK,29-166,90.0,16.0,22.0,72.7,507.0,340.0,3.0,3.0,100.0,6.0,6.0,100.0,7.0,13.0,53.8,0,0.0,0.0,0.0,0.0,0.0,0.0,08/19/2017,Liverpool,Crystal Palace
427,Christian Benteke,17.0,be BEL,FW,26-259,90.0,14.0,25.0,56.0,160.0,21.0,8.0,13.0,61.5,4.0,9.0,44.4,0.0,0.0,,0,0.0,0.0,1.0,0.0,0.0,0.0,08/19/2017,Crystal Palace,Liverpool
428,Andros Townsend,10.0,eng ENG,"FW,RM",26-034,90.0,18.0,23.0,78.3,311.0,76.0,10.0,12.0,83.3,5.0,6.0,83.3,3.0,4.0,75.0,0,0.0,0.0,0.0,0.0,0.0,0.0,08/19/2017,Crystal Palace,Liverpool
429,Luka MilivojeviÄ,4.0,rs SRB,DM,26-134,77.0,27.0,30.0,90.0,574.0,134.0,11.0,11.0,100.0,11.0,12.0,91.7,5.0,6.0,83.3,0,0.0,0.0,7.0,0.0,0.0,1.0,08/19/2017,Crystal Palace,Liverpool
430,Sullay Kaikai,25.0,eng ENG,"LM,DM,CM",21-358,13.0,3.0,8.0,37.5,52.0,5.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,08/19/2017,Crystal Palace,Liverpool
431,Jason Puncheon,42.0,eng ENG,DM,31-054,73.0,18.0,25.0,72.0,352.0,158.0,11.0,15.0,73.3,3.0,6.0,50.0,4.0,4.0,100.0,0,0.1,1.0,3.0,1.0,0.0,3.0,08/19/2017,Crystal Palace,Liverpool
432,James McArthur,18.0,sco SCO,DM,29-316,17.0,4.0,6.0,66.7,41.0,3.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,08/19/2017,Crystal Palace,Liverpool
433,Ruben Loftus-Cheek,8.0,eng ENG,DM,21-208,90.0,17.0,22.0,77.3,346.0,201.0,7.0,7.0,100.0,8.0,10.0,80.0,2.0,3.0,66.7,0,0.3,2.0,3.0,2.0,0.0,4.0,08/19/2017,Crystal Palace,Liverpool
434,Patrick van Aanholt,3.0,nl NED,WB,26-355,84.0,12.0,19.0,63.2,243.0,154.0,8.0,10.0,80.0,2.0,4.0,50.0,2.0,5.0,40.0,0,0.0,0.0,2.0,0.0,0.0,2.0,08/19/2017,Crystal Palace,Liverpool
435,Jeffrey Schlupp,15.0,gh GHA,LB,24-239,6.0,1.0,3.0,33.3,10.0,10.0,1.0,2.0,50.0,0.0,0.0,,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,08/19/2017,Crystal Palace,Liverpool
436,Joel Ward,2.0,eng ENG,"WB,RB",27-294,90.0,21.0,36.0,58.3,416.0,194.0,10.0,10.0,100.0,6.0,10.0,60.0,5.0,14.0,35.7,0,0.0,0.0,1.0,1.0,0.0,1.0,08/19/2017,Crystal Palace,Liverpool
437,James Tomkins,5.0,eng ENG,CB,28-143,90.0,14.0,20.0,70.0,407.0,221.0,2.0,5.0,40.0,7.0,8.0,87.5,5.0,6.0,83.3,0,0.0,0.0,3.0,0.0,0.0,2.0,08/19/2017,Crystal Palace,Liverpool
438,Scott Dann,6.0,eng ENG,"CB,FW",30-186,90.0,16.0,26.0,61.5,488.0,192.0,3.0,3.0,100.0,4.0,9.0,44.4,9.0,13.0,69.2,0,0.0,0.0,4.0,1.0,0.0,2.0,08/19/2017,Crystal Palace,Liverpool
439,Timothy Fosu-Mensah,24.0,nl NED,CB,19-229,90.0,15.0,23.0,65.2,367.0,166.0,3.0,3.0,100.0,10.0,13.0,76.9,2.0,6.0,33.3,0,0.0,0.0,2.0,0.0,0.0,2.0,08/19/2017,Crystal Palace,Liverpool
440,Wayne Hennessey,13.0,wal WAL,GK,30-207,90.0,15.0,33.0,45.5,893.0,820.0,0.0,0.0,,2.0,3.0,66.7,13.0,30.0,43.3,0,0.0,0.0,5.0,0.0,0.0,0.0,08/19/2017,Crystal Palace,Liverpool
441,Eric Maxim Choupo-Moting,10.0,cm CMR,"RW,FW",28-149,90.0,9.0,19.0,47.4,147.0,38.0,4.0,6.0,66.7,5.0,10.0,50.0,0.0,3.0,0.0,0,0.0,1.0,0.0,1.0,1.0,0.0,08/19/2017,Stoke City,Arsenal
442,JesÃ©,11.0,es ESP,LW,24-174,71.0,19.0,23.0,82.6,364.0,149.0,8.0,10.0,80.0,7.0,8.0,87.5,3.0,4.0,75.0,0,0.2,3.0,2.0,1.0,0.0,3.0,08/19/2017,Stoke City,Arsenal
443,Ramadan Sobhi,32.0,eg EGY,LW,20-208,19.0,2.0,4.0,50.0,22.0,0.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,08/19/2017,Stoke City,Arsenal
444,Xherdan Shaqiri,22.0,ch SUI,RW,25-313,25.0,6.0,8.0,75.0,126.0,38.0,3.0,3.0,100.0,1.0,2.0,50.0,2.0,3.0,66.7,0,0.0,0.0,1.0,0.0,0.0,1.0,08/19/2017,Stoke City,Arsenal
445,Saido Berahino,9.0,bi BDI,FW,24-015,65.0,9.0,11.0,81.8,156.0,38.0,6.0,7.0,85.7,2.0,3.0,66.7,1.0,1.0,100.0,1,0.2,1.0,1.0,1.0,0.0,2.0,08/19/2017,Stoke City,Arsenal
446,Erik Pieters,3.0,nl NED,LM,29-012,89.0,12.0,19.0,63.2,219.0,96.0,7.0,8.0,87.5,3.0,6.0,50.0,2.0,4.0,50.0,0,0.1,1.0,2.0,1.0,1.0,2.0,08/19/2017,Stoke City,Arsenal
447,Bruno Martins Indi,15.0,nl NED,LM,25-192,1.0,1.0,2.0,50.0,18.0,1.0,0.0,0.0,,1.0,2.0,50.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,08/19/2017,Stoke City,Arsenal
448,Joe Allen,4.0,wal WAL,CM,27-158,90.0,14.0,20.0,70.0,225.0,76.0,5.0,8.0,62.5,9.0,9.0,100.0,0.0,2.0,0.0,0,0.0,0.0,1.0,0.0,0.0,2.0,08/19/2017,Stoke City,Arsenal
449,Darren Fletcher,24.0,sco SCO,CM,33-199,90.0,16.0,28.0,57.1,298.0,128.0,5.0,8.0,62.5,10.0,13.0,76.9,1.0,5.0,20.0,0,0.1,1.0,0.0,0.0,0.0,2.0,08/19/2017,Stoke City,Arsenal
450,Mame Biram Diouf,18.0,sn SEN,RM,29-246,90.0,5.0,17.0,29.4,106.0,85.0,2.0,6.0,33.3,2.0,5.0,40.0,1.0,6.0,16.7,0,0.0,0.0,1.0,0.0,0.0,1.0,08/19/2017,Stoke City,Arsenal
451,Geoff Cameron,20.0,us USA,CB,32-039,90.0,13.0,18.0,72.2,318.0,170.0,2.0,2.0,100.0,7.0,10.0,70.0,4.0,5.0,80.0,0,0.0,0.0,0.0,0.0,0.0,1.0,08/19/2017,Stoke City,Arsenal
452,Ryan Shawcross,17.0,eng ENG,CB,29-319,90.0,7.0,8.0,87.5,115.0,48.0,2.0,2.0,100.0,5.0,6.0,83.3,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,1.0,08/19/2017,Stoke City,Arsenal
453,Kurt Zouma,6.0,fr FRA,CB,22-296,90.0,15.0,18.0,83.3,373.0,194.0,4.0,5.0,80.0,7.0,7.0,100.0,4.0,6.0,66.7,0,0.0,0.0,1.0,1.0,0.0,3.0,08/19/2017,Stoke City,Arsenal
454,Jack Butland,1.0,eng ENG,GK,24-162,90.0,8.0,26.0,30.8,593.0,492.0,0.0,0.0,,0.0,0.0,,8.0,26.0,30.8,0,0.0,0.0,2.0,0.0,0.0,0.0,08/19/2017,Stoke City,Arsenal
455,Alexandre Lacazette,9.0,fr FRA,FW,26-083,78.0,29.0,36.0,80.6,424.0,122.0,20.0,23.0,87.0,5.0,6.0,83.3,3.0,5.0,60.0,0,0.0,1.0,1.0,1.0,0.0,3.0,08/19/2017,Arsenal,Stoke City
456,Theo Walcott,14.0,eng ENG,FW,28-156,12.0,2.0,2.0,100.0,31.0,0.0,0.0,0.0,,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,08/19/2017,Arsenal,Stoke City
457,Danny Welbeck,23.0,eng ENG,AM,26-266,90.0,21.0,26.0,80.8,314.0,60.0,10.0,14.0,71.4,8.0,9.0,88.9,1.0,1.0,100.0,0,0.0,0.0,3.0,1.0,0.0,1.0,08/19/2017,Arsenal,Stoke City
458,Mesut Ãzil,11.0,de GER,AM,28-308,90.0,93.0,102.0,91.2,1555.0,400.0,46.0,49.0,93.9,37.0,39.0,94.9,7.0,10.0,70.0,0,0.2,4.0,9.0,3.0,1.0,11.0,08/19/2017,Arsenal,Stoke City
459,HÃ©ctor BellerÃ­n,24.0,es ESP,"LM,LB",22-153,90.0,61.0,71.0,85.9,929.0,287.0,31.0,33.0,93.9,26.0,31.0,83.9,3.0,3.0,100.0,0,0.0,1.0,5.0,0.0,0.0,5.0,08/19/2017,Arsenal,Stoke City
460,Alex Oxlade-Chamberlain,15.0,eng ENG,"RM,RB",24-004,90.0,50.0,63.0,79.4,1071.0,344.0,13.0,14.0,92.9,31.0,35.0,88.6,6.0,12.0,50.0,0,0.4,4.0,2.0,6.0,2.0,9.0,08/19/2017,Arsenal,Stoke City
461,Granit Xhaka,29.0,ch SUI,DM,24-326,79.0,82.0,97.0,84.5,1665.0,553.0,23.0,25.0,92.0,45.0,47.0,95.7,12.0,23.0,52.2,0,0.1,1.0,14.0,3.0,0.0,15.0,08/19/2017,Arsenal,Stoke City
462,Alex Iwobi,17.0,ng NGA,DM,21-108,11.0,20.0,23.0,87.0,390.0,96.0,8.0,9.0,88.9,10.0,11.0,90.9,2.0,3.0,66.7,0,0.0,0.0,4.0,0.0,0.0,4.0,08/19/2017,Arsenal,Stoke City
463,Aaron Ramsey,8.0,wal WAL,DM,26-236,90.0,69.0,85.0,81.2,1282.0,337.0,32.0,36.0,88.9,24.0,26.0,92.3,11.0,18.0,61.1,0,0.0,0.0,8.0,4.0,1.0,9.0,08/19/2017,Arsenal,Stoke City
464,Sead KolaÅ¡inac,31.0,ba BIH,CB,24-060,66.0,49.0,55.0,89.1,965.0,344.0,18.0,18.0,100.0,23.0,26.0,88.5,8.0,11.0,72.7,0,0.0,1.0,7.0,0.0,0.0,3.0,08/19/2017,Arsenal,Stoke City
465,Olivier Giroud,12.0,fr FRA,FW,30-323,24.0,3.0,6.0,50.0,59.0,27.0,1.0,2.0,50.0,1.0,2.0,50.0,1.0,1.0,100.0,0,0.2,1.0,0.0,2.0,0.0,2.0,08/19/2017,Arsenal,Stoke City
466,Nacho Monreal,18.0,es ESP,CB,31-174,90.0,72.0,77.0,93.5,1452.0,467.0,25.0,26.0,96.2,36.0,38.0,94.7,11.0,12.0,91.7,0,0.1,1.0,5.0,1.0,0.0,5.0,08/19/2017,Arsenal,Stoke City
467,Shkodran Mustafi,20.0,de GER,CB,25-124,90.0,76.0,88.0,86.4,1579.0,539.0,22.0,24.0,91.7,39.0,41.0,95.1,14.0,20.0,70.0,0,0.1,1.0,7.0,1.0,1.0,5.0,08/19/2017,Arsenal,Stoke City
468,Petr Äech,33.0,cz CZE,GK,35-091,90.0,12.0,14.0,85.7,326.0,138.0,0.0,1.0,0.0,7.0,7.0,100.0,5.0,6.0,83.3,0,0.0,0.0,0.0,0.0,0.0,0.0,08/19/2017,Arsenal,Stoke City
469,Steve MouniÃ©,24.0,bj BEN,FW,22-325,90.0,14.0,22.0,63.6,182.0,15.0,10.0,15.0,66.7,2.0,5.0,40.0,1.0,1.0,100.0,0,0.1,2.0,1.0,1.0,0.0,1.0,08/20/2017,Huddersfield,Newcastle Utd
470,Rajiv van La Parra,17.0,nl NED,LW,26-077,69.0,15.0,21.0,71.4,242.0,59.0,5.0,5.0,100.0,7.0,10.0,70.0,1.0,2.0,50.0,0,0.0,0.0,0.0,1.0,1.0,1.0,08/20/2017,Huddersfield,Newcastle Utd
471,Collin Quaner,23.0,de GER,LW,26-063,21.0,7.0,9.0,77.8,73.0,12.0,3.0,3.0,100.0,3.0,4.0,75.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,08/20/2017,Huddersfield,Newcastle Utd
472,Elias Kachunga,9.0,cd COD,RW,25-120,72.0,17.0,22.0,77.3,221.0,29.0,11.0,12.0,91.7,5.0,9.0,55.6,0.0,0.0,,1,0.1,1.0,0.0,0.0,0.0,2.0,08/20/2017,Huddersfield,Newcastle Utd
473,Kasey Palmer,45.0,eng ENG,RW,20-284,18.0,1.0,2.0,50.0,20.0,2.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,1.0,0.0,0.0,0.0,08/20/2017,Huddersfield,Newcastle Utd
474,Tom Ince,22.0,eng ENG,AM,25-202,90.0,24.0,33.0,72.7,324.0,76.0,14.0,15.0,93.3,8.0,9.0,88.9,1.0,3.0,33.3,0,0.0,0.0,1.0,0.0,0.0,1.0,08/20/2017,Huddersfield,Newcastle Utd
475,Michael Hefele,44.0,de GER,AM,26-353,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,,08/20/2017,Huddersfield,Newcastle Utd
476,Philip Billing,8.0,dk DEN,DM,21-070,90.0,49.0,57.0,86.0,989.0,144.0,22.0,25.0,88.0,13.0,15.0,86.7,11.0,13.0,84.6,0,0.0,0.0,3.0,0.0,0.0,3.0,08/20/2017,Huddersfield,Newcastle Utd
477,Aaron Mooy,10.0,au AUS,DM,26-339,90.0,48.0,58.0,82.8,826.0,223.0,26.0,28.0,92.9,14.0,14.0,100.0,7.0,13.0,53.8,0,0.0,0.0,2.0,1.0,0.0,7.0,08/20/2017,Huddersfield,Newcastle Utd
478,Chris LÃ¶we,15.0,de GER,LB,28-126,90.0,48.0,57.0,84.2,943.0,210.0,22.0,22.0,100.0,18.0,22.0,81.8,7.0,11.0,63.6,0,0.0,0.0,3.0,0.0,0.0,2.0,08/20/2017,Huddersfield,Newcastle Utd
479,Christopher Schindler,26.0,de GER,CB,27-113,90.0,60.0,65.0,92.3,1516.0,289.0,11.0,13.0,84.6,31.0,33.0,93.9,18.0,19.0,94.7,0,0.0,0.0,0.0,0.0,0.0,1.0,08/20/2017,Huddersfield,Newcastle Utd
480,Mathias JÃ¸rgensen,25.0,dk DEN,CB,27-119,90.0,31.0,39.0,79.5,593.0,106.0,8.0,8.0,100.0,18.0,19.0,94.7,3.0,10.0,30.0,0,0.0,0.0,1.0,0.0,0.0,3.0,08/20/2017,Huddersfield,Newcastle Utd
481,Tommy Smith,2.0,eng ENG,RB,25-128,90.0,31.0,48.0,64.6,609.0,268.0,15.0,17.0,88.2,9.0,15.0,60.0,7.0,14.0,50.0,0,0.0,0.0,2.0,0.0,0.0,4.0,08/20/2017,Huddersfield,Newcastle Utd
482,Jonas LÃ¶ssl,1.0,dk DEN,GK,28-200,90.0,25.0,39.0,64.1,1004.0,688.0,0.0,1.0,0.0,13.0,13.0,100.0,12.0,25.0,48.0,0,0.0,0.0,0.0,0.0,0.0,0.0,08/20/2017,Huddersfield,Newcastle Utd
483,Dwight Gayle,9.0,eng ENG,FW,26-307,52.0,6.0,7.0,85.7,66.0,27.0,5.0,5.0,100.0,1.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,08/20/2017,Newcastle Utd,Huddersfield
484,Joselu,21.0,es ESP,FW,27-146,38.0,9.0,13.0,69.2,104.0,8.0,6.0,8.0,75.0,0.0,1.0,0.0,1.0,1.0,100.0,0,0.1,1.0,0.0,0.0,0.0,0.0,08/20/2017,Newcastle Utd,Huddersfield
485,Matt Ritchie,11.0,sco SCO,"LW,RW,AM",27-344,90.0,28.0,47.0,59.6,541.0,138.0,13.0,17.0,76.5,9.0,13.0,69.2,6.0,14.0,42.9,0,0.0,1.0,2.0,2.0,1.0,2.0,08/20/2017,Newcastle Utd,Huddersfield
486,Christian Atsu,30.0,gh GHA,"RW,LW",25-222,90.0,18.0,25.0,72.0,213.0,46.0,10.0,14.0,71.4,4.0,6.0,66.7,1.0,1.0,100.0,0,0.4,2.0,1.0,0.0,0.0,0.0,08/20/2017,Newcastle Utd,Huddersfield
487,Ayoze PÃ©rez,17.0,es ESP,AM,24-028,80.0,16.0,28.0,57.1,188.0,44.0,11.0,13.0,84.6,4.0,6.0,66.7,0.0,3.0,0.0,0,0.0,1.0,1.0,1.0,0.0,3.0,08/20/2017,Newcastle Utd,Huddersfield
488,Jacob Murphy,7.0,eng ENG,"RW,AM",22-177,10.0,2.0,2.0,100.0,26.0,21.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,08/20/2017,Newcastle Utd,Huddersfield
489,Mikel Merino,23.0,es ESP,DM,21-059,90.0,38.0,52.0,73.1,728.0,156.0,14.0,18.0,77.8,19.0,23.0,82.6,4.0,8.0,50.0,0,0.0,0.0,4.0,1.0,0.0,3.0,08/20/2017,Newcastle Utd,Huddersfield
490,Isaac Hayden,14.0,eng ENG,DM,22-151,76.0,25.0,33.0,75.8,479.0,144.0,11.0,14.0,78.6,10.0,12.0,83.3,4.0,6.0,66.7,0,0.0,0.0,3.0,1.0,0.0,4.0,08/20/2017,Newcastle Utd,Huddersfield
491,Mohamed DiamÃ©,10.0,sn SEN,DM,30-067,14.0,10.0,12.0,83.3,242.0,66.0,4.0,5.0,80.0,3.0,4.0,75.0,3.0,3.0,100.0,0,0.0,0.0,0.0,0.0,0.0,2.0,08/20/2017,Newcastle Utd,Huddersfield
492,Chancel Mbemba,18.0,cd COD,LB,23-012,90.0,31.0,43.0,72.1,492.0,282.0,16.0,20.0,80.0,14.0,18.0,77.8,1.0,3.0,33.3,0,0.0,0.0,2.0,1.0,0.0,4.0,08/20/2017,Newcastle Utd,Huddersfield
493,Ciaran Clark,2.0,ie IRL,CB,27-328,90.0,39.0,49.0,79.6,853.0,376.0,14.0,16.0,87.5,15.0,16.0,93.8,10.0,15.0,66.7,0,0.1,1.0,4.0,1.0,0.0,7.0,08/20/2017,Newcastle Utd,Huddersfield
494,Jamaal Lascelles,6.0,eng ENG,CB,23-282,90.0,45.0,51.0,88.2,961.0,406.0,15.0,17.0,88.2,21.0,22.0,95.5,9.0,12.0,75.0,0,0.0,1.0,3.0,1.0,0.0,5.0,08/20/2017,Newcastle Utd,Huddersfield
495,Javier Manquillo,19.0,es ESP,RB,23-107,90.0,29.0,47.0,61.7,501.0,212.0,17.0,27.0,63.0,7.0,10.0,70.0,4.0,7.0,57.1,0,0.0,1.0,1.0,1.0,1.0,5.0,08/20/2017,Newcastle Utd,Huddersfield
496,Rob Elliot,1.0,ie IRL,GK,31-112,90.0,29.0,44.0,65.9,1003.0,648.0,3.0,3.0,100.0,10.0,10.0,100.0,16.0,31.0,51.6,0,0.0,0.0,1.0,0.0,0.0,0.0,08/20/2017,Newcastle Utd,Huddersfield
497,Harry Kane,10.0,eng ENG,FW,24-023,90.0,14.0,23.0,60.9,266.0,17.0,5.0,10.0,50.0,7.0,8.0,87.5,2.0,4.0,50.0,0,0.1,2.0,0.0,1.0,0.0,1.0,08/20/2017,Tottenham,Chelsea
498,Dele Alli,20.0,eng ENG,AM,21-131,90.0,40.0,46.0,87.0,655.0,213.0,17.0,18.0,94.4,19.0,20.0,95.0,2.0,3.0,66.7,0,0.1,3.0,3.0,5.0,0.0,7.0,08/20/2017,Tottenham,Chelsea
499,Christian Eriksen,23.0,dk DEN,"AM,CM",25-187,90.0,49.0,69.0,71.0,962.0,191.0,18.0,18.0,100.0,23.0,27.0,85.2,8.0,19.0,42.1,0,0.0,1.0,8.0,1.0,0.0,6.0,08/20/2017,Tottenham,Chelsea
500,Mousa DembÃ©lÃ©,19.0,be BEL,CM,30-035,90.0,51.0,54.0,94.4,834.0,254.0,18.0,18.0,100.0,31.0,33.0,93.9,1.0,2.0,50.0,0,0.0,1.0,7.0,0.0,0.0,7.0,08/20/2017,Tottenham,Chelsea
501,Eric Dier,15.0,eng ENG,CM,23-217,68.0,54.0,63.0,85.7,998.0,368.0,18.0,21.0,85.7,30.0,32.0,93.8,4.0,7.0,57.1,0,0.0,0.0,6.0,2.0,0.0,7.0,08/20/2017,Tottenham,Chelsea
502,Son Heung-min,7.0,kr KOR,AM,25-043,22.0,10.0,13.0,76.9,151.0,6.0,6.0,8.0,75.0,4.0,5.0,80.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,08/20/2017,Tottenham,Chelsea
503,Victor Wanyama,12.0,ke KEN,"DM,CB",26-056,90.0,51.0,56.0,91.1,1038.0,311.0,17.0,19.0,89.5,25.0,26.0,96.2,8.0,9.0,88.9,0,0.0,1.0,9.0,0.0,0.0,6.0,08/20/2017,Tottenham,Chelsea
504,Ben Davies,33.0,wal WAL,LB,24-118,80.0,45.0,61.0,73.8,965.0,334.0,12.0,15.0,80.0,24.0,30.0,80.0,8.0,14.0,57.1,0,0.2,3.0,5.0,0.0,0.0,6.0,08/20/2017,Tottenham,Chelsea
505,Moussa Sissoko,17.0,fr FRA,DM,28-004,10.0,3.0,4.0,75.0,57.0,19.0,1.0,1.0,100.0,2.0,3.0,66.7,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,08/20/2017,Tottenham,Chelsea
506,Jan Vertonghen,5.0,be BEL,"CB,LB",30-118,90.0,74.0,87.0,85.1,1785.0,681.0,11.0,14.0,78.6,47.0,50.0,94.0,16.0,23.0,69.6,0,0.0,0.0,10.0,1.0,0.0,10.0,08/20/2017,Tottenham,Chelsea
507,Toby Alderweireld,4.0,be BEL,CB,28-171,90.0,71.0,77.0,92.2,1789.0,599.0,13.0,14.0,92.9,35.0,38.0,92.1,23.0,25.0,92.0,0,0.0,0.0,7.0,1.0,0.0,7.0,08/20/2017,Tottenham,Chelsea
508,Kieran Trippier,2.0,eng ENG,RB,26-335,90.0,49.0,63.0,77.8,952.0,251.0,20.0,25.0,80.0,21.0,26.0,80.8,8.0,11.0,72.7,0,0.1,2.0,1.0,0.0,0.0,2.0,08/20/2017,Tottenham,Chelsea
509,Vincent Janssen,9.0,nl NED,RB,23-066,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,,08/20/2017,Tottenham,Chelsea
510,Hugo Lloris,1.0,fr FRA,GK,30-237,90.0,24.0,29.0,82.8,813.0,577.0,2.0,2.0,100.0,10.0,10.0,100.0,11.0,15.0,73.3,0,0.0,0.0,1.0,0.0,0.0,0.0,08/20/2017,Tottenham,Chelsea
